work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
"WS/MP18109/2025-2026/194278-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,Normal/Others,GRAM PANCHAYAT BHARUHI ME RAJA SINGH GOND KE GHAR SE CHHOTE RAJAK KE GHAR TAK NAVEEN ROAD KA NIRMAN,2025-04-24,2025-09-16,1000000.0,145,Vendor Identification,20.5,15.0,45.0,0.0,15.0,8.2,2.25,6.75,0.0,2.25,19.45,45.0,34.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP485/2025-2026/194285-Lighting of public spaces,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Pratima Mondal,JOYNAGAR(SC),Normal/Others,Supply and Installation of 19 nos 7mtr 100wt LED Street Light from Jibantala Police Station to Jibantala Bazar under Sarengabad GP of Canning II Block,2025-04-24,2025-05-05,697552.0,11,Physical Inspection,16.0,15.0,15.0,0.0,15.0,6.4,2.25,2.25,0.0,2.25,13.15,16.0,14.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP485/2025-2026/194286-Lighting of public spaces,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Pratima Mondal,JOYNAGAR(SC),Normal/Others,Supply and Installation of 29 nos 7mtr 100wt LED Street Light from Kalibari to Iswaripur Bazar under Sarengabad G P of Canning II Block,2025-04-24,2025-05-05,999800.0,11,Physical Inspection,17.2,15.0,15.0,0.0,15.0,6.88,2.25,2.25,0.0,2.25,13.629999999999999,17.2,15.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP485/2025-2026/194287-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Pratima Mondal,JOYNAGAR(SC),Normal/Others,Supply and Installation of 19 nos. 7mtr. 100wt. LED Street Light from Kalikatala Mondal Para to Molla Para under Kalikatala G.P. of Canning-II Block,2025-04-24,2025-05-05,697084.0,11,Physical Inspection,16.0,15.0,15.0,0.0,15.0,6.4,2.25,2.25,0.0,2.25,13.15,16.0,14.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP485/2025-2026/194288-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Pratima Mondal,JOYNAGAR(SC),Normal/Others,Supply  and Installation of 32 nos. 7mtr. 100wt. LED Street Light from Parganti G.P. Office to Parganti Bazar under Deuli-II G.P. of Canning-II Block,2025-04-24,2025-05-05,1049037.0,11,Physical Inspection,17.9,15.0,15.0,0.0,15.0,7.16,2.25,2.25,0.0,2.25,13.91,17.9,16.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP485/2025-2026/194289-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Pratima Mondal,JOYNAGAR(SC),Normal/Others,Supply and Installation of 19 nos. 7mtr. 100wt. LED Street Light from Poina More to Jibantala Bazar under Sarengabad G.P. of Canning-II Block,2025-04-24,2025-05-05,697318.0,11,Physical Inspection,16.0,15.0,15.0,0.0,15.0,6.4,2.25,2.25,0.0,2.25,13.15,16.0,14.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP457/2025-2026/194290-Construction of rooms and halls in school and colleges,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),Normal/Others,"Construction of Class Room at Government Primary School, in Kanai Block of Viluppuram",2025-04-28,2025-05-16,1728415.0,18,Physical Inspection,17.3,15.0,15.0,0.0,15.0,6.92,2.25,2.25,0.0,2.25,13.67,17.3,15.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18213/2025-2026/194293-Street lights,Uttar Pradesh,Kasganj(DISTRICT MAGISTRATE KASGANJ KANSHIRAMNAGAR_IDA),DEVESH SHAKYA,ETAH,Normal/Others,Gram Badola mein Veerpal Singh Shakya ke ghar ke tirahe par 9568745283,2025-05-04,2025-07-08,241000.0,65,Work Completed,18.7,15.0,15.0,0.0,15.0,7.48,2.25,2.25,0.0,2.25,14.23,18.7,16.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP433/2025-2026/194294-Renovation of ponds and lakes,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,Normal/Others,Construction of stairs near the cremation ground in the river located in village Durgeshran of Panchayat Chungalkhar of Block Jamua,2025-04-25,2025-09-25,300000.0,153,Sanction,33.4,15.0,45.0,0.0,15.0,13.36,2.25,6.75,0.0,2.25,24.61,45.0,36.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18070/2025-2026/194295-Installing tube-wells and borewells,Jammu And Kashmir,SHOPIAN(Deputy Commissioner Shopian_IDA),MIAN ALTAF AHMAD,ANANTNAG,Normal/Others,installation construction of bore well at village Alamgunj and village Abalwani,2025-04-25,2025-05-21,568400.0,26,Physical Inspection,26.1,15.0,15.0,0.0,15.0,10.44,2.25,2.25,0.0,2.25,17.189999999999998,26.1,22.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP433/2025-2026/194296-Installing tube-wells and borewells,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,Normal/Others,Installation of deep boring for agriculture purpose on land plot no. 3091 Khata no. 239 of Reema Kumari wife of Rahul Kumar Rana in Nagar Keswari of panchayat Nagar Keshwari of  Suriya Block,2025-04-25,2025-09-25,210000.0,153,Physical Inspection,29.7,15.0,45.0,0.0,15.0,11.88,2.25,6.75,0.0,2.25,23.130000000000003,45.0,36.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18070/2025-2026/194297-Installing tube-wells and borewells,Jammu And Kashmir,SHOPIAN(Deputy Commissioner Shopian_IDA),MIAN ALTAF AHMAD,ANANTNAG,Normal/Others,installation construction of Bore well at village Nildang and village Tangpora,2025-04-25,2025-05-21,557000.0,26,Physical Inspection,26.6,15.0,15.0,0.0,15.0,10.64,2.25,2.25,0.0,2.25,17.39,26.6,22.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18070/2025-2026/194298-Installing tube-wells and borewells,Jammu And Kashmir,SHOPIAN(Deputy Commissioner Shopian_IDA),MIAN ALTAF AHMAD,ANANTNAG,Normal/Others,installation construction of Bore well at Village Pargochi,2025-04-25,2025-05-21,284700.0,26,Physical Inspection,27.5,15.0,15.0,0.0,15.0,11.0,2.25,2.25,0.0,2.25,17.75,27.5,23.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP345/2025-2026/194299-Lighting of public spaces,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri NK Premachandran,KOLLAM,Normal/Others,Installation of Minimast light (motorized) in front of Womens ITI junction in Mulankadakam Division of Kollam Corporation,2025-04-25,2025-06-05,340000.0,41,Sanction,23.8,15.0,15.0,0.0,15.0,9.52,2.25,2.25,0.0,2.25,16.27,23.8,20.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP423/2025-2026/194304-Street lights,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Normal/Others,block rajnagar gram mangarpatti sthith Bhariya Vishanpur Ward no  2 durga Sthan School ke najdik Parisar ke bagal me high mask light ka karay evam adhisthapan karya .,2025-04-25,2025-08-14,1040000.0,111,Physical Inspection,11.3,15.0,45.0,0.0,15.0,4.52,2.25,6.75,0.0,2.25,15.77,45.0,33.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP423/2025-2026/194305-Street lights,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Normal/Others,block rajnagar bazar sthith  pustkalay  parisar ke bagal men high mask light ka  karay evam adhisthapan karya .,2025-04-25,2025-08-14,1040000.0,111,Physical Inspection,11.3,15.0,45.0,0.0,15.0,4.52,2.25,6.75,0.0,2.25,15.77,45.0,33.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18397/2025-2026/194308-Fitting of Sitting RCC Benches in Public Places,Delhi,SOUTH(COMMISSIONER SOUTH),Bansuri Swaraj,NEW DELHI,Normal/Others,Provision of Sitting Banches,2025-04-25,2025-06-26,466774.0,62,Work partially Completed,25.0,15.0,15.0,0.0,15.0,10.0,2.25,2.25,0.0,2.25,16.75,25.0,21.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP380/2025-2026/194310-Purchase of furniture and fixtures for educational purposes,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),Normal/Others,FOR 400 CHAIRS AND CENTER TABLES FOR EDUCATIONAL PURPOSES AT SAHIB ZADA ZORAWAR SINGH GOVT.COLLEGE,2025-04-25,2025-07-17,410000.0,83,Physical Inspection,18.3,15.0,15.0,0.0,15.0,7.32,2.25,2.25,0.0,2.25,14.07,18.3,16.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18067/2025-2026/194316-Construction of community centers and community halls,Haryana,SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA),SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Const. of Kashyap Chaupal in village Bidhlan,2025-04-25,2025-07-28,1100000.0,94,Work partially Completed,39.7,15.0,45.0,0.0,15.0,15.88,2.25,6.75,0.0,2.25,27.130000000000003,45.0,37.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP827/2025-2026/194318-Street lights,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),Shatrughan Sinha,ASANSOL,Normal/Others,"Suppy and Installation of Solar Street Lights at different places under Raniganj, Jamuria, Barabani, Salanpur Blocks.",2025-04-25,2025-05-23,9976028.0,28,Work Completed,69.6,15.0,15.0,0.0,15.0,27.84,2.25,2.25,0.0,2.25,34.59,69.6,55.6,Medium,🟢 Project parameters within standard baseline bounds.
WS/MP827/2025-2026/194319-Lighting of public spaces,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),Shatrughan Sinha,ASANSOL,Normal/Others,Supply and Installation of Solar High Mast Light,2025-04-25,2025-05-23,9231040.0,28,Work Completed,69.6,15.0,15.0,0.0,15.0,27.84,2.25,2.25,0.0,2.25,34.59,69.6,55.6,Medium,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194320-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of Paver Block Work at Vasai Village Near Meldi Mata Mandir, Ghanshayam Laxmansinh Chauhan House Area",2025-04-25,2025-08-04,300000.0,101,Work partially Completed,20.4,15.0,45.0,0.0,15.0,8.16,2.25,6.75,0.0,2.25,19.41,45.0,34.8,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP585/2025-2026/194325-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Gujarat,GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA),Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,Repair and Renovation,"For Renovation of CHC center, Valad-1",2025-04-25,2025-08-05,500000.0,102,Sanction,52.8,15.0,45.0,0.0,15.0,21.12,2.25,6.75,0.0,2.25,32.370000000000005,52.8,44.6,Medium,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194326-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of Paver Block Work At Crematorium Traj Village,2025-04-25,2025-08-11,247902.0,108,Physical Inspection,9.1,15.0,45.0,0.0,15.0,3.64,2.25,6.75,0.0,2.25,14.89,45.0,33.0,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18247/2025-2026/194328-Construction of community centers and community halls,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),ARUP CHAKRABORTY,BANKURA,Normal/Others,"Construction of Community Hall at Pukhuria under Bikrampur Gram Panchayat, Simlapal Block, District Bankura, Mouza Pukhuria, Plot No 976, 979, JL No 56",2025-04-25,2025-12-19,3000000.0,238,Sanction,47.6,15.0,75.0,0.0,15.0,19.04,2.25,11.25,0.0,2.25,34.79,75.0,58.9,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 238 days.
"WS/MP18270/2025-2026/194330-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),DR RAJKUMAR SANGWAN,BAGHPAT,Normal/Others,"Construction work of Interlocking road from the house manoj to the house of jasvant in village of Faizpur Ninana,distance -135 Meter",2025-04-25,2025-11-13,714416.0,202,Physical Inspection,11.7,15.0,75.0,0.0,15.0,4.68,2.25,11.25,0.0,2.25,20.43,75.0,53.2,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 202 days.
WS/MP18247/2025-2026/194331-Construction of public toilets and bathrooms,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),ARUP CHAKRABORTY,BANKURA,Normal/Others,"Construction of Public Toilet near Bibarda Bus Stand at Bibarda under Bibarda Gram Panchayat, Taldangra Block, District Bankura, Mouza Bibarda, Plot No 1793, JL No 6",2025-04-25,2025-07-03,500000.0,69,Sanction,23.2,15.0,15.0,0.0,15.0,9.28,2.25,2.25,0.0,2.25,16.03,23.2,20.3,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18270/2025-2026/194333-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),DR RAJKUMAR SANGWAN,BAGHPAT,Normal/Others,"Construction of kharanja from the khet of Mangeram to from the khet of sonveer mahendra in village jiwana,distance-500meter",2025-04-25,2025-11-27,876700.0,216,Vendor Identification,23.1,15.0,75.0,0.0,15.0,9.24,2.25,11.25,0.0,2.25,24.990000000000002,75.0,55.0,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 216 days.
"WS/MP18154/2025-2026/194334-Construction of roads, link roads, pathways or any other road with or without drainage system",Punjab,GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,Construction of street and Beautification of village. The working agency will be Gram Panchayat,2025-05-02,2025-06-12,500000.0,41,Work partially Completed,28.8,15.0,15.0,0.0,15.0,11.52,2.25,2.25,0.0,2.25,18.27,28.8,24.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18247/2025-2026/194335-Construction of buildings for sports facilities,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),ARUP CHAKRABORTY,BANKURA,Normal/Others,"Additional fund for construction of open stage and one additional room at Mejia High School Ground under Mejia Block, Bankura District. Mejia High School, under Mejia Block, Bankura District.",2025-04-25,2025-07-03,1000000.0,69,Sanction,28.1,15.0,15.0,88.43653810426572,15.0,11.24,2.25,2.25,13.2655,2.25,31.255499999999998,88.43653810426572,65.6,Medium,🟠 Duplicate check: Potential duplicate work detected (Similarity: 88.4%). Requires human verification.
WS/MP18247/2025-2026/194337-Security gates in streets/public place for safety purpose,West Bengal,PURULIA(DISTRICT MAGISTRATE PURULIA_IDA),ARUP CHAKRABORTY,BANKURA,Normal/Others,"Additional fund for construction and Installation of railing of existing stairs at Joychondipahar under Raghunathpur Municipality, District - Purulia, Joychondipahar under Raghunathpur Municipality,                                           District - Purulia",2025-04-25,2025-05-03,1682194.0,8,Physical Inspection,24.3,15.0,15.0,0.0,15.0,9.72,2.25,2.25,0.0,2.25,16.47,24.3,21.2,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18270/2025-2026/194340-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),DR RAJKUMAR SANGWAN,BAGHPAT,Normal/Others,"Construction work of Interlocking road from the shiv mandir to the kabarstan in village of gadhi kangran,distance-165 Meter",2025-04-25,2025-11-13,605799.0,202,Physical Inspection,11.6,15.0,75.0,0.0,15.0,4.64,2.25,11.25,0.0,2.25,20.39,75.0,53.2,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 202 days.
"WS/MP18270/2025-2026/194341-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),DR RAJKUMAR SANGWAN,BAGHPAT,Normal/Others,"Construction work of Interlocking road from the house of yogesh to the house of Ramveer in village dhanaura tikri, distance-100 meter",2025-04-25,2025-11-13,710500.0,202,Vendor Identification,22.0,15.0,75.0,0.0,15.0,8.8,2.25,11.25,0.0,2.25,24.55,75.0,54.8,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 202 days.
"WS/MP18270/2025-2026/194342-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),DR RAJKUMAR SANGWAN,BAGHPAT,Normal/Others,"Construction work of Interlocking road from the house pappu to the house of rakesh in village of pilana ,distance-126meter",2025-04-25,2025-11-13,706234.0,202,Physical Inspection,11.7,15.0,75.0,0.0,15.0,4.68,2.25,11.25,0.0,2.25,20.43,75.0,53.2,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 202 days.
"WS/MP356/2025-2026/194344-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,construction of road,2025-04-25,2026-03-25,150000.0,334,Vendor Identification,27.2,15.0,75.0,0.0,15.0,10.88,2.25,11.25,0.0,2.25,26.630000000000003,75.0,55.7,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 334 days.
"WS/MP356/2025-2026/194346-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,construction of cc road,2025-04-25,2026-02-16,150000.0,297,Vendor Identification,26.4,15.0,75.0,100.0,15.0,10.56,2.25,11.25,15.0,2.25,41.31,100.0,76.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 297 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP356/2025-2026/194347-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,construction of cc road,2025-04-25,2026-01-21,150000.0,271,Vendor Identification,24.0,15.0,75.0,100.0,15.0,9.6,2.25,11.25,15.0,2.25,40.35,100.0,76.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 271 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP356/2025-2026/194348-Construction of buildings for community cultural activities,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,hall for cultural activity,2025-04-25,2025-07-14,800000.0,80,Physical Inspection,10.6,15.0,15.0,0.0,15.0,4.24,2.25,2.25,0.0,2.25,10.99,15.0,13.4,Low,🟢 Project parameters within standard baseline bounds.
WS/MP356/2025-2026/194349-Development of public parks,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,development of public park,2025-04-25,2026-01-21,300000.0,271,Vendor Identification,23.3,15.0,75.0,0.0,15.0,9.32,2.25,11.25,0.0,2.25,25.07,75.0,55.0,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 271 days.
WS/MP356/2025-2026/194350-Development of playfields and sports grounds,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,development of school play ground,2025-04-25,2025-11-24,300000.0,213,Vendor Identification,18.5,15.0,75.0,0.0,15.0,7.4,2.25,11.25,0.0,2.25,23.15,75.0,54.3,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 213 days.
WS/MP431/2025-2026/194351-Construction of community centers and community halls,Haryana,NUH(Deputy Commissioner Nuh),Rao Inderjit Singh,GURGAON,Trust and Society,Completion and Beutification of Brahman Chaupal,2025-04-25,2025-06-13,322000.0,49,Physical Inspection,51.9,15.0,15.0,0.0,15.0,20.76,2.25,2.25,0.0,2.25,27.51,51.9,42.1,Medium,🟠 Category signal: Special entity category 'Trust and Society'.
"WS/MP356/2025-2026/194352-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,CONSTRUCTION OF CC ROAD,2025-04-25,2025-11-24,450000.0,213,Physical Inspection,13.0,15.0,75.0,100.0,15.0,5.2,2.25,11.25,15.0,2.25,35.95,100.0,74.4,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 213 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP422/2025-2026/194365-Setting up of laboratories,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Dileshwar Kamait,SUPAUL,Normal/Others,JAYA MAHILA COLLEGE BIRPUR SUPAUL ME TAKNIKI TATHA PRAYOGIK UPKARANON KI AAPURTI YEVAM ADHISTHAPAN,2025-04-25,2025-06-25,2460000.0,61,Physical Inspection,23.1,15.0,15.0,40.76716205452449,15.0,9.24,2.25,2.25,6.1151,2.25,22.1051,40.76716205452449,33.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP422/2025-2026/194366-Setting up of laboratories,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Dileshwar Kamait,SUPAUL,Normal/Others,AADARSH KOSHI MAHILA COLLEGE BIRPUR SUPAUL ME TAKNIKI TATHA PRAYOGIK UPKARANON KI AAPURTI YEVAM ADHISTHAPAN,2025-04-25,2025-06-25,2460000.0,61,Physical Inspection,23.1,15.0,15.0,40.76716205452449,15.0,9.24,2.25,2.25,6.1151,2.25,22.1051,40.76716205452449,33.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18159/2025-2026/194372-Construction of community centers and community halls,Rajasthan,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),BHUPENDER YADAV,ALWAR,Trust and Society,"Dr. Bhimrao Gyan Prakash Samiti, District Alwar (Rajasthan) Building construction work on the second floor of Mata Ramabai Ambedkar Girls Hostel in Ambedkar Nagar D-Block, Alwar.",2025-04-25,2025-09-12,5000000.0,140,Work partially Completed,95.9,15.0,45.0,0.0,15.0,38.36,2.25,6.75,0.0,2.25,49.61,95.9,77.4,High,🟠 Category signal: Special entity category 'Trust and Society'. | 🔴 Anomaly signal: Overall statistical outlier pattern detected by Isolation Forest.
WS/MP18190/2025-2026/194373-Installing community drinking water plants,Telangana,BHADRADRI KOTHAGUDEM(District Collector Bhadradri Ktdm_IDA),BALRAM NAIK PORIKA,MAHABUBABAD,Normal/Others,"Construction of RO Mineral water plant at Jethyathanda, Chukkalabodu",2025-04-25,2025-07-23,499000.0,89,Physical Inspection,13.5,15.0,15.0,0.0,15.0,5.4,2.25,2.25,0.0,2.25,12.15,15.0,13.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194375-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to Girls Hostel, Veldurthy, Veldurthy Mandal, Pattikonda Constituency",2025-04-25,2025-05-23,498814.0,28,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194376-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to College Girls Hostel, Kodumur, Kodumur Mandal, Kodumur Constituency",2025-04-25,2025-05-23,500000.0,28,Physical Inspection,9.4,15.0,15.0,38.59195140750735,15.0,3.76,2.25,2.25,5.7888,2.25,16.2988,38.59195140750735,29.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194378-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to College Girls Hostel, Pattikonda, Pattikonda Mandal, Pattikonda Constituency",2025-04-25,2025-05-23,500000.0,28,Sanction,18.5,15.0,15.0,0.0,15.0,7.4,2.25,2.25,0.0,2.25,14.15,18.5,16.8,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP331/2025-2026/194379-Construction of roads, link roads, pathways or any other road with or without drainage system",Jammu And Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),Shri Jugal Kishore Sharma,JAMMU,Normal/Others,Construction of Lane with Tile Work at Mohalla Brahmana near house of Madan Singh at Ward No 06 village and Panchayat Kishanpur Kharta Black Dansal,2025-05-01,2025-07-14,300000.0,74,Work partially Completed,39.7,15.0,15.0,0.0,15.0,15.88,2.25,2.25,0.0,2.25,22.630000000000003,39.7,32.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194380-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to Boys Hostel, Ingaladahal, Holagunda Mandal, Alur Constituency",2025-04-25,2025-05-23,500000.0,28,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP331/2025-2026/194381-Construction of roads, link roads, pathways or any other road with or without drainage system",Jammu And Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),Shri Jugal Kishore Sharma,JAMMU,Normal/Others,Construction of Lane with Tile work at ward no 02 near house of Kulwant Badyal at village and Panchayat Kishanpur Kharta Block Dansal,2025-05-01,2025-07-14,75000.0,74,Physical Inspection,29.0,15.0,15.0,0.0,15.0,11.6,2.25,2.25,0.0,2.25,18.35,29.0,24.7,Low,🟢 Project parameters within standard baseline bounds.
