work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
WS/  MP443/2025-2026/142853-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142854-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142855-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142856-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142857-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142858-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142859-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142860-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142861-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142862-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142864-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142865-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142866-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142867-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142868-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142869-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142870-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142871-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142872-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142873-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142874-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142875-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross  trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142876-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142900-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142901-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000011,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000011,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142902-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000011,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000011,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142903-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142904-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142905-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142906-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142907-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142908-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142909-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142910-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
